wof:id,sg:id
873546011,SG_7TwzVU0hXZZQvyExVM3gzj_48.560103_-100.951023@1294165850
873536981,SG_1mezYPzz0FAlcfVa0BPtAb_48.794869_-97.623880@1294165850
873536987,SG_0YYT76aRGPuguP8zAsxOY2_46.857698_-96.796555@1294165850
387790991,SG_5ISaQprHXYfbQ1UZlc3zZU_46.130359_-98.093408@1294189808
873546017,SG_3kD8VZX2QYOtbMjq3PfqTy_48.235645_-101.293112@1294165850
873546027,SG_1bfyhYAUR8tolUSr3eAQR7_46.834513_-100.773060@1294165850
873536991,SG_4IpBlpN6OnvTVemTJpa3yj_46.913985_-104.005308@1294165850
386983739,SG_3KA3TAV41eP5T7zz69db7I_46.141879_-98.080975@1294189808
873536993,SG_7YyIhMEPilJAYnXBiXEriL_47.261415_-101.084211@1294165850
873546037,SG_3roIrivsajTEhjVManfWC9_46.842292_-100.735616@1294165850
873546049,SG_6NNCXeifio2IAcrU9FOHWF_46.786880_-100.778579@1294165850
873536995,SG_6FJodOere1PzYdYJuDbxVC_47.925159_-97.044905@1294165850
873547019,SG_4OLWZJdmZadg3oUJwYDvGE_48.200335_-101.298031@1294165850
873546059,SG_1A4eqZLy4vYEA5x8M0W07E_48.150988_-103.645329@1294165850
873547025,SG_035M0GSxJi6P93YA9L4vgr_48.145759_-103.645741@1294165850
873539151,SG_6mskbhNob4qpNFOTKAwlaI_46.901517_-97.211172@1294165850
873546071,SG_59K531iDNdFUEHPeZXz8R2_46.823651_-100.755349@1294165850
873547035,SG_6Ol8stWvQD91Zdadrm7Q7S_48.310566_-97.544440@1294165850
873539161,SG_5thyBYrDRo7sZFxb4fHBCN_48.210818_-101.305854@1294165850
873546079,SG_3E6a7R7tzr2wvPB4dkGcSq_46.832705_-96.808234@1294165850
873547043,SG_22q2Mm2em4KXg7GF2aka1i_48.042377_-98.343720@1294165850
873539171,SG_4oZtXHfFwmzbfOcoAQ3Fsp_48.155072_-103.645489@1294165850
873546089,SG_1k1grEbpKTj7upWDhW4TIC_47.905633_-97.622344@1294165850
873547049,SG_4xdMDuNmQfc7MYdyruTicN_46.904883_-102.777177@1294165850
873539179,SG_2tdwwcsVqF5hI4PU5LzXqB_48.418537_-97.408690@1294165850
873546095,SG_0UoSRbLsTLX32hDVl2xugQ_46.657709_-98.860463@1294165850
873546113,SG_4D61Qks2r9IBQ8jNwbBNti_47.939902_-97.364572@1294165850
873547057,SG_7HDswL8sMxY10pTxyjsdxS_47.766597_-98.178752@1294165850
873546127,SG_3vyepneUCAP7CMGMiKGulK_48.824248_-100.270706@1294165850
873547069,SG_6Apyg0kODGbQ1HAgDVVerE_46.896580_-96.790584@1294165850
387797191,SG_64ApWceP25aoHZDl7Fw07k_46.138962_-98.100941@1294189808
873546137,SG_7e4hiqgDtor4TRbGMi0gWk_47.446398_-99.112520@1294165850
873546155,SG_2vGk8qLxjR5V2qWrA1joot_47.874983_-97.048226@1294165850
873547073,SG_6Gv4GiaHD36wecje47cUHF_46.860848_-96.816980@1294165850
873548007,SG_6qAr7N7Ph8LHdAu5fsxF8P_48.094497_-101.050719@1294165850
873546163,SG_4buER6yMet7Jgq1BCHnfUA_47.889454_-97.066707@1294165850
873547081,SG_5sXhnMii6yg2E5FZdB0Nmi_47.759254_-98.231376@1294165850
873546171,SG_1ACIVZMfXKhpWqBKTBgdkR_46.829836_-100.768071@1294165850
873548015,SG_5DJ1H9KvUfxoSp6Onvnpfp_47.324150_-101.383063@1294165850
873547091,SG_2Y2tzX7bwcDgQvwmLJXF6I_47.898716_-97.045557@1294165850
873546177,SG_1PSRLjZLkmHvaNk5UIU067_48.240153_-101.323239@1294165850
873546187,SG_2KTH7HAcuFveJAxdJV8kzl_46.853860_-96.841636@1294165850
873548025,SG_1JBIKZ9o2wB9WiUmqIz8C1_46.862349_-96.888045@1294165850
873547099,SG_1ovyCjeBJYUOeFC4zPylx3_46.764333_-100.697159@1294165850
873546193,SG_7WiwSKHHNh5blG5SsXrEKO_48.211187_-101.314864@1294165850
873548033,SG_06toOxOB72n8Mfcx8nWTde_48.236109_-101.329119@1294165850
873546205,SG_0NgKvz1W0Vh23JVjEcIxGL_46.860780_-96.886535@1294165850
873547109,SG_3NNxFeH7BUc3DONhNKWk2i_46.843495_-96.813186@1294165850
873548043,SG_0rc3ysI30kXqDJRco3b7S9_48.367697_-99.998792@1294165850
873546215,SG_5J3S2DqIULnlJOvp68SDlb_48.245447_-101.325720@1294165850
873547117,SG_5z94IUF3raXO6iB0JUct78_46.877949_-96.794041@1294165850
873546221,SG_6IxBXClJO9IaDXVIxDVMRL_47.440329_-98.119298@1294165850
873548051,SG_2RKglqJiwiz30Cg2EtM6FO_48.236785_-101.307001@1294165850
873547123,SG_08Gz0xok05mRLXHA8NSpv1_46.073582_-96.895115@1294165850
873546229,SG_6lRMaiQuRrWKZchiGqMY59_46.183974_-103.412402@1294165850
873548061,SG_7b1IVF6fe7dxlcRDPRSJqg_46.824251_-100.883605@1294165850
873546239,SG_7MvWe4Kis4GGRMkenjTFTp_47.273090_-101.777869@1294165850
873547131,SG_1De37KlklJJRGgmMI7E4Pt_46.876281_-96.866784@1294165850
873548067,SG_4J219YJMObE8eH6WCyB2YW_48.153289_-103.631003@1294165850
873546245,SG_6jIMv82RzTJprsMmfzpZjR_47.680158_-99.137947@1294165850
873547141,SG_5GK3dnrzovT96CIUSsOdOc_46.282474_-96.611850@1294165850
873546247,SG_2N75VnEU1fIUZCXC5XGQUh_48.207528_-101.306607@1294165850
873548077,SG_6I9gL7x1bD2kWtiveMsAsE_46.443473_-97.681408@1294165850
873547149,SG_4PSbq3NsdjXDYOqTbFVsXY_47.910854_-97.623633@1294165850
873546257,SG_7YJCysOaHBzFCWrHwhx8bf_46.896666_-96.856250@1294165850
873548085,SG_5JCHBSsEUddou82CQoyTZZ_48.236922_-101.298925@1294165850
873547159,SG_2Yw5rhpWOdukvivSHrlUQ7_47.451793_-99.123315@1294165850
371065493,SG_4JLs2S2MKlG5TxLqiQozcz_46.093332_-97.861960@1294189808
873548103,SG_58m4therrpelf8WWsZJfav_46.873977_-96.783512@1294165850
873547165,SG_7ifmNyMARxsszHgu097Vj7_46.917498_-102.762023@1294165850
873548117,SG_4nqJ9MRdIMaiZS9iTzZsYS_46.919991_-98.691971@1294165850
873549001,SG_65ixWPpuZccDz0Ct3W90BH_46.832747_-96.796768@1294165850
873547175,SG_5PgDo6skXWwcLlfp5DMVWH_46.265059_-96.604323@1294165850
873549011,SG_4GPUG2v1k654eNuV5QpJCk_46.806363_-100.656455@1294165850
